"GeneA"	"GeneB"	"Connection"
"ACHE"	"ACHE_tetramer_(complex)"	"component>"
"ACHE_dimer_(complex)"	"ACHE_oligomer_(family)"	"member>"
"ACHE_tetramer_(complex)"	"ACHE_oligomer_(family)"	"member>"
"acidic_pH_(abstract)"	"P10844"	"-a|"
"acidic_pH_(abstract)"	"P10845"	"-a|"
"acidic_pH_(abstract)"	"P18640"	"-a|"
"acidic_pH_(abstract)"	"P19321"	"-a|"
"acidic_pH_(abstract)"	"P30996"	"-a|"
"acidic_pH_(abstract)"	"Q00496"	"-a|"
"acidic_pH_(abstract)"	"Q60393"	"-a|"
"ACLY"	"Citrate_lyase_homotetramer_(complex)"	"component>"
"a-cMyb_(family)"	"IGHE"	"-t|"
"ACOX1"	"PPRE-Regulated_proteins_(family)"	"member>"
"ACP1"	"Ephrin_A1/EPHA2/LMW-PTP_(complex)"	"component>"
"ACTA1"	"Actin/MAL_(complex)"	"component>"
"ACTA1"	"agrin/Integrin-alpha/Integrin-beta/dystroglycan_1/SRC/FAK/Paxillin/PKL/PIX/PAKs/dystrophin/actin/laminin/cortactin/Ach_R/RAPSYN/utrophin_(complex)"	"component>"
"ACTA1"	"agrin/Integrin-alpha/Integrin-beta/dystroglycan_1/SRC/FAK/Paxillin/PKL/PIX/PAKs/dystrophin/actin/laminin/cortactin_(complex)"	"component>"
"ACTA1"	"agrin/Integrin-alpha/Integrin-beta/dystroglycan_1/SRC/FAK/Paxillin/PKL/PIX/PAKs/dystrophin/actin/laminin_(complex)"	"component>"
"ACTA1"	"agrin/Integrin-alpha/Integrin-beta/dystroglycan_1/SRC/FAK/Paxillin/PKL/PIX/PAKs/dystrophin/actin_(complex)"	"component>"
"ACTA1"	"alpha-actinin/Actin_(complex)"	"component>"
"ACTA1"	"apoptosis_(abstract)"	"-a>"
"ACTA1"	"Cadherin/beta-catenin/alpha-catenin/alpha-catenin/alpha-catenin/vinculin/actin_(complex)"	"component>"
"ACTA1"	"ECM/Integrin-alpha/Integrin-betaTalin/Calpain1/actin/p130cas/FAK/CSK/Paxillin/Vinculin/alpha-actinin_(complex)"	"component>"
"ACTA1"	"ECM/Integrin-alpha/Integrin-betaTalin/Calpain1/actin_(active1)/p130cas/FAK/CSK/Paxillin/Vinculin/alp_(complex)"	"component>"
"ACTA1"	"FAK/p130CAS/SRC/CSK/paxillin/actin_(complex)"	"component>"
"ACTA1"	"Gelsolin/Actin_(complex)"	"component>"
"ACTA1"	"HSP27/Actin_(complex)"	"component>"
"ACTA1"	"Paxillin/alpha-actinin/Talin/SPTAN1/Integrin-alpha/Integrin-beta/ECM/SRC/Ezrin_(complex)"	"component>"
"ACTA1"	"Paxillin/FAK/Talin/Actin/Integrin-alpha/Integrin-beta/ECM_(complex)"	"component>"
"ACTA2"	"Smooth_Muscle_Actin_(family)"	"member>"
"ACTB"	"CCT/TriC(ATP)-associated_actin_(complex)"	"component>"
"ACTB"	"CCT/TriC_(ADP)_associated_actin_(complex)"	"component>"
"ACTB"	"glucocorticoid/glucocorticoid_receptor/glucocorticoid/glucocorticoid_receptor/hSWI/SNF/NF1_(complex)"	"component>"
"ACTB"	"glucocorticoid/glucocorticoid_receptor/glucocorticoid/glucocorticoid_receptor/hSWI/SNF_(complex)"	"component>"
"ACTB"	"hSWI/SNF_(complex)"	"component>"
"ACTB"	"IFN-beta_nucleosome_(complex)"	"component>"
"ACTB"	"RELA/p50/ATF-2/IRF/c-JUN/HMG1/PCAF/CBP/hSWI/SNF_(complex)"	"component>"
"ACTB"	"RNA_molecules_bound_by_IGF2BP1_(IMP1/CRD-BP/ZBP1/VICKZ1)_(family)"	"member>"
"ACTB"	"unfolded_actin/tubulin_(family)"	"member>"
"ACTG2"	"Smooth_Muscle_Actin_(family)"	"member>"
"actin_cytoskeleton_reorganization_(abstract)"	"TXA2/TP_beta/beta_Arrestin2_(complex)"	"-a>"
"actin_filament_binding_(abstract)"	"EFA6/PI-4-5-P2_(complex)"	"-a>"
"actin_filament_polymerization_(abstract)"	"FADD/FADD/CASP8/CASP8_(complex)"	"-a>"
"actin_filament_polymerization_(abstract)"	"FASLG/FAS_(trimer)_(complex)"	"-a>"
"actin_filament_polymerization_(abstract)"	"IL8/CXCR1_(complex)"	"-a|"
"actin_filament_polymerization_(abstract)"	"IL8/CXCR2/VASP_(complex)"	"-a>"
"actin_filament_polymerization_(abstract)"	"IL8/CXCR2_(complex)"	"-a|"
"Activated_AMPK_heterotrimer_(complex)"	"MLXIPL"	"-a>"
"Activated_BoNT_bound_to__membrane_receptor_(complex)"	"BoNT_bound_to_membrane_receptor_(complex)"	"component>"
"Activated_BoNT_bound_to_invaginated_membrane_(complex)"	"internalized_BoNT_(complex)"	"component>"
"Activated_C1R_(complex)"	"Activated_C1S/activated_C1R_tetramer_(complex)"	"component>"
"Activated_C1R_(complex)"	"C1S/activated_C1R_tetramer_(complex)"	"component>"
"Activated_C1S/activated_C1R_tetramer_(complex)"	"C1_complement_factor_(with_activated_C1R_and_C1S)_(complex)"	"component>"
"Activated_C1S_(complex)"	"Activated_C1S/activated_C1R_tetramer_(complex)"	"component>"
"Activated_conventional_protein_kinase_C_(family)"	"AP2_complex_(complex)"	"-a>"
"Activated_conventional_protein_kinase_C_(family)"	"AP2A_(family)"	"-a>"
"Activated_conventional_protein_kinase_C_(family)"	"Ca_impermeable_AMPA_receptors_(family)"	"-a>"
"Activated_conventional_protein_kinase_C_(family)"	"GRIP1/GRIP2_(family)"	"-a>"
"Activated_conventional_protein_kinase_C_(family)"	"PICK1"	"-a>"
"Activated_conventional_protein_kinase_C_(family)"	"Protein_kinase_C_conventional_and_novel_isoforms_(family)"	"member>"
"Activated_conventional_protein_kinase_C_(family)"	"STX4"	"-a>"
"Activated_conventional_protein_kinase_C_(family)"	"STXBP3"	"-a>"
"Activated_EGFR/PLC-gamma1_(complex)"	"EGF/p-6Y-EGFR/p-Y4727717831254-PLCG1_(complex)"	"-a>"
"Activated_EGFRvIIImut/HSP90/CDC37_(complex)"	"Activated_phospho-EGFRvIIImut/HSP90/CDC37_(complex)"	"-a>"
"Activated_FGFR/p-FRS2/GRB2/SOS1_(complex)"	"p21_RAS/GTP_(complex)"	"-a>"
"Activated_FGFR/p-FRS2/p-SHP2_(complex)"	"p21_RAS/GTP_(complex)"	"-a>"
"Activated_FGFR/p-FRS2/SHP2_(complex)"	"Activated_FGFR/p-FRS2/p-SHP2_(complex)"	"-a>"
"Activated_FGFR/p-FRS2_(family)"	"Activated_FGFR/p-FRS2/GRB2/SOS1_(complex)"	"component>"
"Activated_FGFR/p-FRS2_(family)"	"Activated_FGFR/p-FRS2/p-SHP2_(complex)"	"component>"
"Activated_FGFR/p-FRS2_(family)"	"Activated_FGFR/p-FRS2/SHP2_(complex)"	"component>"
"Activated_FGFR/p-FRS2alpha/GRB2/GAB1/PI3KR1_(complex)"	"Activated_FGFR/p-FRS2alpha/GRB2/GAB1/PI3K_(complex)"	"component>"
"Activated_FGFR/p-FRS2alpha/p-CBL/GRB2_(complex)"	"Ub-Activated_FGFR_complex/Ub-p-FRS2alpha_(complex)"	"component>"
"Activated_FGFR/p-FRS2alpha/p-SHP2/GRB2/GAB1/PI3KR1_(complex)"	"Activated_FGFR/p-FRS2alpha/p-SHP2/GRB2/GAB1/PI3K_(complex)"	"component>"
"Activated_FGFR/p-FRS2-alpha/p-SHP2_(complex)"	"Activated_FGFR/p-FRS2alpha/p-CBL/GRB2_(complex)"	"component>"
"Activated_FGFR/p-FRS2-alpha/p-SHP2_(complex)"	"Activated_FGFR/p-FRS2alpha/p-SHP2/GRB2/GAB1/PI3KR1_(complex)"	"component>"
"Activated_FGFR/p-FRS2-alpha/p-SHP2_(complex)"	"GRB2_and_GAB1_bound_to_activated_FGFR_and_FRS2-alpha_(complex)"	"component>"
"Activated_FGFR/p-FRS2alpha_(complex)"	"Activated_FGFR/p-FRS2_(family)"	"member>"
"Activated_FGFR/p-FRS2alpha_(complex)"	"Activated_FGFR/p-FRS2alpha/GRB2/GAB1/PI3KR1_(complex)"	"component>"
"Activated_FGFR/p-FRS2alpha_(complex)"	"Activated_FGFR/p-FRS2-alpha/p-SHP2_(complex)"	"component>"
"Activated_FGFR/p-SHC1/GRB2/SOS1_(complex)"	"p21_RAS/GTP_(complex)"	"-a>"
"Activated_FGFR/p-SHC1_(complex)"	"Activated_FGFR/p-SHC1/GRB2/SOS1_(complex)"	"component>"
"Activated_FGFR/pThr-FRS2alpha_(complex)"	"Activated_FGFR/p-FRS2alpha_(complex)"	"-a|"
"Activated_FGFR/SHC1_(complex)"	"Activated_FGFR/p-SHC1_(complex)"	"-a>"
"Activated_FGFR_(family)"	"Activated_FGFR/p-FRS2alpha_(complex)"	"component>"
"Activated_FGFR_(family)"	"Activated_FGFR/p-SHC1_(complex)"	"component>"
"Activated_FGFR_(family)"	"Activated_FGFR/pThr-FRS2alpha_(complex)"	"component>"
"Activated_FGFR_(family)"	"Activated_FGFR/SHC1_(complex)"	"component>"
"Activated_FGFR_(family)"	"Activated_FGFR_bound_to_activated_PLC_gamma_(complex)"	"component>"
"Activated_FGFR_(family)"	"Activated_FGFR_bound_to_PLC_gamma_(complex)"	"component>"
"Activated_FGFR_(family)"	"Activated_FGFR_complexed_with_FRS2-alpha_(complex)"	"component>"
"Activated_FGFR_(family)"	"Activated_FGFR_complexed_with_FRS2-beta_(complex)"	"component>"
"Activated_FGFR_(family)"	"Activated_FGFR_complexed_with_phosphorylated_FRS2-beta_(complex)"	"component>"
"Activated_FGFR_bound_to_PI3K_(complex)"	"Activated_PI3K_(family)"	"member>"
"Activated_FGFR_bound_to_PLC_gamma_(complex)"	"Activated_FGFR_bound_to_activated_PLC_gamma_(complex)"	"-a>"
"Activated_FGFR_complexed_with_FRS2-alpha_(complex)"	"Activated_FGFR/p-FRS2alpha_(complex)"	"-a>"
"Activated_FGFR_complexed_with_FRS2-beta_(complex)"	"Activated_FGFR_complexed_with_phosphorylated_FRS2-beta_(complex)"	"-a>"
"Activated_FGFR_complexed_with_phosphorylated_FRS2-beta_(complex)"	"Activated_FGFR/p-FRS2_(family)"	"member>"
"Activated_FGFR1b_homodimer_(complex)"	"Activated_FGFR_(family)"	"member>"
"Activated_FGFR1c_bound_to_FGF23/Klotho_(complex)"	"Activated_FGFR_(family)"	"member>"
"Activated_FGFR1c_homodimer_(complex)"	"Activated_FGFR_(family)"	"member>"
"Activated_FGFR2b_homodimer_bound_to_FGF_(family)"	"Activated_FGFR_(family)"	"member>"
"Activated_FGFR2b_long_homodimer_(complex)"	"Activated_FGFR2b_homodimer_bound_to_FGF_(family)"	"member>"
"Activated_FGFR2b_short_homodimer_bound_to_FGF_(complex)"	"Activated_FGFR2b_homodimer_bound_to_FGF_(family)"	"member>"
"Activated_FGFR2c_homodimer_bound_to_FGF_(family)"	"Activated_FGFR_(family)"	"member>"
"Activated_FGFR2c_long_homodimer_(complex)"	"Activated_FGFR2c_homodimer_bound_to_FGF_(family)"	"member>"
"Activated_FGFR2c_short_homodimer_bound_to_FGF_(complex)"	"Activated_FGFR2c_homodimer_bound_to_FGF_(family)"	"member>"
"Activated_FGFR3b_homodimer_(complex)"	"Activated_FGFR_(family)"	"member>"
"Activated_FGFR3c_homodimer_(complex)"	"Activated_FGFR_(family)"	"member>"
"Activated_FGFR4_bound_to_FGF19/BetaKlotho_(complex)"	"Activated_FGFR_(family)"	"member>"
"Activated_FGFR4_homodimer_(complex)"	"Activated_FGFR_(family)"	"member>"
"Activated_Growth_Hormone_Receptor/JAK2_(complex)"	"Activated_Growth_Hormone_Receptor/JAK2_dimer_(complex)"	"component>"
"Activated_Growth_Hormone_Receptor/JAK2_dimer_(complex)"	"Growth_Hormone/_Activated_Growth_Hormone_Receptor-JAK2_dimer_(complex)"	"component>"
"Activated_Growth_Hormone_Receptor/p(Y1007)-JAK2_(complex)"	"Activated_Growth_Hormone_Receptor/p(Y1007)-JAK2_dimer_(complex)"	"component>"
"Activated_Growth_Hormone_Receptor/p(Y1007)-JAK2_dimer_(complex)"	"Growth_Hormone/_Activated_Growth_Hormone_Receptor-_p(Y1007)-JAK2_dimer_(complex)"	"component>"
"activated_high_molecular_weight_kininogen_(complex)"	"activated_kininogen/C1q_binding_protein_tetramer_(complex)"	"component>"
"Activated_IKK_Complex_(complex)"	"NFkB_Complex_(complex)"	"-a>"
"Activated_IKK_Complex_(complex)"	"NFKB1"	"-a>"
"Activated_IKK_Complex_(complex)"	"Phospho-NF-kappaB_Inhibitor_(family)"	"-a>"
"activated_insulin_receptor_(complex)"	"GRB10/INSR_(complex)"	"component>"
"activated_insulin_receptor_(complex)"	"IRS/activated_insulin_receptor_(complex)"	"component>"
"activated_insulin_receptor_(complex)"	"phospho-IRS/activated_insulin_receptor_(complex)"	"component>"
"activated_insulin_receptor_(complex)"	"phospho-SHC/_activated_insulin_receptor_(complex)"	"component>"
"activated_insulin_receptor_(complex)"	"SHC/activated_insulin_receptor_(complex)"	"component>"
"Activated_JAK1_JAK2_TYK2_(family)"	"IL6RB/Activated_JAKs_(complex)"	"component>"
"Activated_JAK1_JAK2_TYK2_(family)"	"Tyrosine_phosphorylated_IL6RB/Activated_JAKs_(complex)"	"component>"
"Activated_MAPK_kinases_ERK1/2_JNK_p38_(family)"	"ATF2"	"-a>"
"Activated_MASP-1_dimer_(complex)"	"MBL-II/Activated_MASP-1_dimer/Activated_MASP-2_dimer_complex_(complex)"	"component>"
"Activated_MASP-2_dimer_(complex)"	"MBL-II/Activated_MASP-1_dimer/Activated_MASP-2_dimer_complex_(complex)"	"component>"
"Activated_MBL_bound_to_mannose-based_carbohydrates_on_bacterial_surfaces_(complex)"	"C4_activator_(family)"	"member>"
"Activated_mTORC1_(complex)"	"eIF4E/4E-BP1-P_(complex)"	"-a>"
"Activated_mTORC1_(complex)"	"RPS6KB1"	"-a>"
"Activated_PAR1/Beta-arrestin-1/Activated_Src/ERK_(complex)"	"Activated_PAR1/Beta-arrestin-1/Activated_Src/Activated_ERK_(complex)"	"-a>"
"Activated_PAR1/Beta-arrestin-1_(complex)"	"Activated_PAR1/Beta-arrestin-1/Activated_Src/Activated_ERK_(complex)"	"component>"
"Activated_PAR1/Beta-arrestin-1_(complex)"	"Activated_PAR1/Beta-arrestin-1/Activated_Src/ERK_(complex)"	"component>"
"Activated_PAR1/Beta-arrestin-1_(complex)"	"Activated_PAR1/Beta-arrestin-1/Src/ERK_(complex)"	"component>"
"Activated_PAR1/Beta-arrestin-2_(complex)"	"Activated_PAR1/Beta-arrestin-2/Src/ERK_(complex)"	"component>"
"Activated_phospho-EGFRvIIImut/HSP90/CDC37_(complex)"	"p-EGFR_mutants_dimer_(family)"	"member>"
"Activated_PKC_alpha_(complex)"	"Activated_conventional_protein_kinase_C_(family)"	"member>"
"Activated_PKC_beta_(complex)"	"Activated_conventional_protein_kinase_C_(family)"	"member>"
"Activated_PKC_gamma_(complex)"	"Activated_conventional_protein_kinase_C_(family)"	"member>"
"Activated_PPARA/RXRA_Heterodimer_(complex)"	"PPARA/RXRA_Coactivator_Complex_(complex)"	"component>"
"Activated_PRLR/JAK2_(complex)"	"Activated_PRLR/JAK2_dimer_(complex)"	"component>"
"Activated_PRLR/JAK2_dimer_(complex)"	"PRLR_ligands/Activated_PRLR/JAK2_dimer_(complex)"	"component>"
"Activated_PRLR/p(Y1007)-JAK2_(complex)"	"Activated_PRLR/p(Y1007)-JAK2_dimer_(complex)"	"component>"
"Activated_PRLR/p(Y1007)-JAK2_dimer_(complex)"	"PRLR_ligands/Activated_PRLR/p(Y1007)-JAK2_dimer_(complex)"	"component>"
"activated_protein_C_(complex)"	"factor_Vi_(complex)"	"-a>"
"Activated_Rac-1_and_Cdc42_(family)"	"PAK_bound_to_Rac1_and_Cdc42_(complex)"	"component>"
"Activated_RAF1_complex/MEK_(complex)"	"Activated_RAF1_complex_(complex)"	"-a>"
"Activated_RAF1_complex/MEK_(complex)"	"MAP2K1"	"-a>"
"Activated_RAF1_complex/MEK_(complex)"	"MAP2K2"	"-a>"
"Activated_RAF1_complex_(complex)"	"Activated_RAF1_complex/MEK_(complex)"	"component>"
"Activated_RAF1_complex_(complex)"	"Activated_RAF1_complex/MEK1_(complex)"	"component>"
"Activated_RAF1_complex_(complex)"	"Activated_RAF1_complex/MEK2_(complex)"	"component>"
"Activated_ROCK/RhoA/B/C/GTP_(complex)"	"LIM_Kinases_phosphorylated_(family)"	"-a>"
"Activated_ROCK/RhoA/B/C/GTP_(complex)"	"Phospho-activated_smooth_muscle/non-muscle_myosin_2_(complex)"	"-a>"
"Activated_TAK_complexes_(family)"	"Activated_IKK_Complex_(complex)"	"-a>"
"Activated_TAK_complexes_(family)"	"MKK3-P/MKK6-P_(complex)"	"-a>"
"Activated_TAK_complexes_(family)"	"phospho_MKK4/_phospho_MKK7_(family)"	"-a>"
"activated_TBK1/IKK_epsilon_(family)"	"activated_TLR4/TRAM/TRIF/p-TBK1/p-IKK_epsilon_(complex)"	"component>"
"activated_TBK1/IKK_epsilon_(family)"	"viral_dsRNA/TLR3/TRIF/p-TBK1/p-IKKE_(complex)"	"component>"
"activated_thrombin/thrombomodulin_(complex)"	"activated_protein_C_(complex)"	"-a>"
"activated_thrombin/thrombomodulin_(complex)"	"PROC"	"-a>"
"activated_thrombin_(factor_IIa)_(complex)"	"activated_thrombin/thrombomodulin_(complex)"	"component>"
"activated_thrombin_(factor_IIa)_(complex)"	"thrombin/antithrombin_III/heparin_(complex)"	"component>"
"activated_thrombin_(factor_IIa)_(complex)"	"thrombin/cleaved_antithrombin_III/heparin_(complex)"	"component>"
"Activated_thrombin_(factor_IIa)_(complex)"	"F13A1"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"F5"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"F8"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"factor_Va_(complex)"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"factor_VIIIa_(complex)"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"factor_XIa/GPIb/GPIX/GPV_complex_(complex)"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"factor_XIII_cleaved_tetramer_(complex)"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"FGA"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"FGB"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"fibrin_monomer_(complex)"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"GP1b-IX-V_complex/activated_thrombin_(factor_IIa)_(complex)"	"component>"
"Activated_thrombin_(factor_IIa)_(complex)"	"IGFALS"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"IGFBP3"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"Insulin-like_Growth_Factor_(family)"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"Ligands_of_GPCRs_that_activate_Gq/11_(family)"	"member>"
"Activated_thrombin_(factor_IIa)_(complex)"	"PAR_N-teminal_fragments_(family)"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"thrombin/cleaved_antithrombin_III_(complex)"	"component>"
"Activated_thrombin_(factor_IIa)_(complex)"	"Thrombin/Proteinase-activated_receptors_(complex)"	"component>"
"Activated_thrombin_(factor_IIa)_(complex)"	"Thrombin-activated_PAR_(family)"	"-a>"
"Activated_thrombin_(factor_IIa)_(complex)"	"von_Willibrand_factor_multimer_(complex)"	"-a>"
"Activated_TLR1/2_or_TLR_2/6_heterodimers_or_TLR4_homodimer_(family)"	"MyD88/Mal_complexed_with_the_activated_TLR_receptor_(complex)"	"component>"
"Activated_TLR1/2_or_TLR_2/6_heterodimers_or_TLR4_homodimer_(family)"	"oligo-MyD88/Mal/activated_TLR_receptor_(complex)"	"component>"
"activated_TLR4/TRAM/TRIF/K63-pUb-RIP1_(complex)"	"activated_TLR4/TRAM/TRIF/K63-pUb-RIP1/IKKcomplex_(complex)"	"component>"
"activated_TLR4/TRAM/TRIF/K63-pUb-TRAF6/free_K63-linked_pUb/TAK1complex_(complex)"	"activated_TLR4/TRAM/TRIF/K63-pUb-TRAF6/free_K63-linked_pUb/activated_TAK1_complex_(complex)"	"-a>"
"activated_TLR4/TRAM/TRIF/K63-pUb-TRAF6_(complex)"	"activated_TLR4/TRAM/TRIF/K63-pUb-TRAF6/free_K63-linked_pUb/activated_TAK1_complex_(complex)"	"component>"
"activated_TLR4/TRAM/TRIF/K63-pUb-TRAF6_(complex)"	"activated_TLR4/TRAM/TRIF/K63-pUb-TRAF6/free_K63-linked_pUb/TAK1complex_(complex)"	"component>"
"activated_TLR4/TRAM/TRIF/K63-pUb-TRAF6_(complex)"	"K63-linked_polyUb_TRAF6_complexes_(family)"	"member>"
"activated_TLR4/TRAM/TRIF/p-TBK1/p-IKK_epsilon_(complex)"	"activated_TLR4/TRAM/TRIF/p-TBK1/p-IKKE/IRF3/IRF7_(complex)"	"component>"
"activated_TLR4/TRAM/TRIF/p-TBK1/p-IKKE/IRF3/IRF7_(complex)"	"activated_TLR4/TRAM/TRIF/p-TBK1/p-IKK_epsilon_(complex)"	"-a>"
"activated_TLR4/TRAM/TRIF/p-TBK1/p-IKKE/IRF3/IRF7_(complex)"	"phosphorylated_IRF3/IRF7_(family)"	"-a>"
"Activated_TLR5_or_TLR10_homodimer_(family)"	"MyD88_complexed_with_the_activated_TLR5_or_10_receptor_(complex)"	"component>"
"Activated_TLR5_or_TLR10_homodimer_(family)"	"oligo-MyD88/activated_TLR5_or_10_(complex)"	"component>"
"Activated_TLR7-9_homodimers_(family)"	"MyD88_complexed_with_the_activated_TLR_receptor_(complex)"	"component>"
"Activated_TLR7-9_homodimers_(family)"	"oligo-MyD88/activated_TLR7-9_(complex)"	"component>"
"activated_TLR9/PI3K_class_III_(complex)"	"Activated_PI3K_(family)"	"member>"
"Activated_TrkA_receptor/IRS1/2_(complex)"	"Activated_TrkA_receptor/Phospho-IRS1/2_(complex)"	"-a>"
"Activated_TrkA_receptor/SHC_(complex)"	"Activated_TrkA_receptor/p-SHC_(complex)"	"-a>"
"Activated_TrkA_receptor_complex_(complex)"	"Activated_TrkA_receptor/p-SHC_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Activated_TrkA_receptor/SHC_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Activated_TrkA_receptor_complex/Clathrin-coated_vesicle/dynein/dynactin_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Activated_TrkA_receptor_complex/Clathrin-coated_vesicle/Endophilin_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Activated_TrkA_receptor_complex/Clathrin-coated_vesicle_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_Trk_receptor_complex/RIT/RIN-GTP/B-RAF_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_Trk_receptor_complex/RIT/RIN-GTP_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor/ARMS/Crk_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor/FRS2_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor/p-FRS2/CRKL_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor/p-FRS2_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor/Phospho-ARMS/Crk/C3G_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor/Phospho-ARMS/Crk_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor/Phospho-Frs2/CrkL/C3G_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor/Phospho-PLCG1_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor/PLCG1_complex_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Active_TrkA_receptor_complex/RIT/RIN-GDP_(complex)"	"component>"
"Activated_TrkA_receptor_complex_(complex)"	"Phospho-STAT3_(family)"	"-a>"
"Activated_ZAP-70_(complex)"	"LAT"	"-a>"
"Activated_ZAP-70_(complex)"	"phosphorylated_SLP-76/Gads/_LAT_(complex)"	"-a>"
"Activated_ZAP-70_(complex)"	"ZAP-70_and_ITK_tyrosine_kinases_(family)"	"member>"
"Activating_receptors_(family)"	"AR_ligand/Activating_receptors_(complex)"	"component>"
"Active_AKT_(family)"	"Akt/pCot_(complex)"	"-a>"
"Active_AKT_(family)"	"AKT1S1"	"-a>"
"Active_AKT_(family)"	"BAD"	"-a>"
"Active_AKT_(family)"	"CASP9"	"-a>"
"Active_AKT_(family)"	"CHUK"	"-a>"
"Active_AKT_(family)"	"CREB1"	"-a>"
"Active_AKT_(family)"	"FOXO1"	"-a>"
"Active_AKT_(family)"	"MDM2"	"-a>"
"Active_AKT_(family)"	"NR4A1"	"-a>"
"Active_AKT_(family)"	"Phospho-CDK_inhibitor_(family)"	"-a>"
"Active_AKT_(family)"	"Phospho-Forkhead_box_transcription_factor_(family)"	"-a>"
"Active_AKT_(family)"	"Phospho-GSK3_(family)"	"-a>"
"Active_AKT_(family)"	"PIP3/PDK1/active_AKT_(complex)"	"component>"
"Active_AKT_(family)"	"RPS6KB2"	"-a>"
"Active_AKT_(family)"	"TSC2"	"-a>"
"Active_AKT_(family)"	"USP8"	"-a>"
"Active_Calmodulin_(complex)"	"active_Cam-PDE_1_(complex)"	"-a>"
"Active_Calmodulin_(complex)"	"Calmodulin/CaMK_IV_(complex)"	"component>"
"Active_Calmodulin_(complex)"	"eNOS/CaM/HSP90_(complex)"	"component>"
"Active_Calmodulin_(complex)"	"eNOS/Caveolin-1/CaM/HSP90_(complex)"	"component>"
"Active_Calmodulin_(complex)"	"eNOS/Caveolin-1/CaM_(complex)"	"component>"
"Active_Calmodulin_(complex)"	"MLCK/Calcium/Calmodulin_(complex)"	"component>"
"Active_Calmodulin_(complex)"	"PP2B_catalytic_(Fe3+_Zn2+)/Active_Calmodulin_(complex)"	"component>"
"Active_Calmodulin_(complex)"	"p-S1177-eNOS/CaM/HSP90/p-AKT1/BH2_(complex)"	"component>"
"Active_Calmodulin_(complex)"	"p-S1177-eNOS/CaM/HSP90/p-AKT1/BH4_(complex)"	"component>"
"Active_Calmodulin_(complex)"	"p-S1177-eNOS/CaM/HSP90/p-AKT1_(complex)"	"component>"
"active_Calmodulin_(complex)"	"CaMKII-Ca2+/Calmodulin_(complex)"	"component>"
"active_Calmodulin_(complex)"	"phospho-CaMK_IV/Calmodulin_(complex)"	"component>"
"active_Calmodulin_(complex)"	"RasGRF/Ca/calmodulin_(complex)"	"component>"
"active_caspase_3_(complex)"	"CDH1"	"-a>"
"active_caspase_3_(complex)"	"DSG1"	"-a>"
"active_caspase_3_(complex)"	"DSG2"	"-a>"
"active_caspase_3_(complex)"	"DSG3"	"-a>"
"active_Caspase-2_(complex)"	"Avtive_Caspase-2_heterotetramer_(complex)"	"component>"
"active_caspase-3_(complex)"	"ACIN1"	"-a>"
"active_caspase-3_(complex)"	"ADD1"	"-a>"
